Lead_ID,Lead_Date,Lead_Source,Location,Property_Type, Budget ,Call_Attempts,Call_Status,Follow_Up,Site_Visit,Lead_Status,Sales_Value,Budget_Range
L0984,2026-08-11 09:07:45,Website,periyanayakanpalayam,Plot," 2,933,710.00 ",3,Connected,Yes,Yes,Converted,2850000,Below 30L
L0985,2026-08-11 14:33:31,Instagram,Thudiyalur,Apartment," 3,020,039.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0986,2026-08-11 19:59:17,Facebook,Thudiyalur,Plot," 2,498,899.00 ",4,Not Connected,No,No,Converted,2550000,Below 30L
L0987,2026-08-12 01:25:03,Instagram,Ramanathapuram,Apartment," 4,607,793.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0988,2026-08-12 06:50:49,Facebook,periyanayakanpalayam,Apartment," 4,287,116.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0989,2026-08-12 12:16:35,Google,Coimbatore,Villa," 16,205,090.00 ",3,Connected,Yes,Yes,Follow-up,,Above 1.2Cr
L0990,2026-08-12 17:42:21,Property Portal,Ramanathapuram,Plot," 2,348,389.00 ",3,Connected,Yes,Yes,Converted,2150000,Below 30L
L0991,2026-08-12 23:08:06,Property Portal,panneermadai,Apartment," 5,358,327.00 ",3,Not Connected,No,No,Lost,,50L-80L
L0992,2026-08-13 04:33:52,Instagram,Thudiyalur,Plot," 5,150,654.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0993,2026-08-13 09:59:38,Google,Ramanathapuram,Villa," 8,488,144.00 ",4,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0994,2026-08-13 15:25:24,Instagram,Thudiyalur,Apartment," 5,886,827.00 ",4,Connected,Yes,No,Follow-up,,50L-80L
L0995,2026-08-13 20:51:10,Google,panneermadai,Apartment," 5,891,731.00 ",5,Not Connected,No,No,Lost,,50L-80L
L0996,2026-08-14 02:16:56,Website,Ramanathapuram,Plot," 2,394,235.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0997,2026-08-14 07:42:42,Referral,Saravanampatti,Apartment," 4,886,214.00 ",2,Connected,No,No,Lost,,30L-50L
L0998,2026-08-14 13:08:28,Website,Thudiyalur,Apartment," 3,416,690.00 ",5,Connected,No,No,Lost,,30L-50L
L0999,2026-08-14 18:34:14,Referral,Thudiyalur,Apartment," 6,652,118.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L1000,2026-08-15 00:00:00,Facebook,Coimbatore,Plot," 4,547,486.00 ",1,Connected,Yes,No,Follow-up,,30L-50L
